symbol	Ensembl_Gene	Ensembl_nuc	five_utr_written	cds_written	three_utr_written	error
ZBTB37	ENSG00000185278.18	ENST00000367701.10	True	True	True	
KRTAP4-4	ENSG00000171396.12	ENST00000390661.5	True	True	True	
TUBB6	ENSG00000176014.15	ENST00000317702.10	True	True	True	
NT5C1A	ENSG00000116981.6	ENST00000235628.2	True	True	True	
ZGPAT	ENSG00000197114.14	ENST00000355969.11	True	True	True	
ST6GAL2	ENSG00000144057.18	ENST00000409382.8	True	True	True	
ZNF594	ENSG00000180626.12	ENST00000575779.2	True	True	True	
KIRREL3	ENSG00000149571.13	ENST00000525144.7	True	True	True	
FNDC1	ENSG00000164694.19	ENST00000297267.14	True	True	True	
KRABD3	ENSG00000133619.20	ENST00000496259.6	True	True	True	
ZNF469	ENSG00000225614.4	ENST00000565624.3	True	True	True	
NTNG2	ENSG00000196358.14	ENST00000393229.4	True	True	True	
TNRC18	ENSG00000182095.16	ENST00000430969.6	True	True	True	
TTBK1	ENSG00000146216.14	ENST00000259750.9	True	True	True	
SLITRK2	ENSG00000185985.13	ENST00000335565.6	True	True	True	
AFAP1L2	ENSG00000169129.18	ENST00000304129.9	True	True	True	
KISS1R	ENSG00000116014.12	ENST00000234371.10	True	True	True	
GPR174	ENSG00000147138.5	ENST00000645147.2	True	True	True	
IL1F10	ENSG00000136697.13	ENST00000341010.6	True	True	True	
USP38	ENSG00000170185.14	ENST00000307017.9	True	True	True	
SLC71A2	ENSG00000148110.19	ENST00000375344.8	True	True	True	
KIF2B	ENSG00000141200.8	ENST00000268919.6	True	True	True	
C22orf23	ENSG00000128346.13	ENST00000403305.6	True	True	True	
PLA2G12B	ENSG00000138308.8	ENST00000373032.4	True	True	True	
LCE3D	ENSG00000163202.5	ENST00000368787.4	True	True	True	
DGAT2	ENSG00000062282.17	ENST00000228027.12	True	True	True	
EBPL	ENSG00000123179.16	ENST00000242827.11	True	True	True	
SPINK7	ENSG00000145879.12	ENST00000274565.5	True	True	True	
SPZ1	ENSG00000164299.7	ENST00000296739.6	True	True	True	
GLYR1	ENSG00000140632.19	ENST00000321919.14	True	True	True	
ADGRE3	ENSG00000131355.18	ENST00000253673.6	True	True	True	
RNASE7	ENSG00000165799.5	ENST00000298690.5	True	True	True	
CCDC62	ENSG00000130783.16	ENST00000253079.11	True	True	True	
DPY30	ENSG00000162961.16	ENST00000342166.10	True	True	True	
GLIS2	ENSG00000126603.11	ENST00000433375.2	True	True	True	
MYPN	ENSG00000138347.17	ENST00000358913.10	True	True	True	
RETNLB	ENSG00000163515.8	ENST00000295755.7	True	True	True	
HES7	ENSG00000179111.10	ENST00000541682.7	True	True	True	
HYCC1	ENSG00000122591.15	ENST00000432176.7	True	True	True	
USP32	ENSG00000170832.15	ENST00000300896.9	True	True	True	
ZNF347	ENSG00000197937.15	ENST00000334197.12	True	True	True	
CARD6	ENSG00000132357.16	ENST00000254691.10	True	True	True	
TRIM55	ENSG00000147573.19	ENST00000315962.9	True	True	True	
TRIM63	ENSG00000158022.7	ENST00000374272.4	True	True	True	
KDM2B	ENSG00000089094.22	ENST00000377071.9	True	True	True	
SLC9A7	ENSG00000065923.12	ENST00000616978.5	True	True	True	
ACCS	ENSG00000110455.16	ENST00000263776.9	True	True	True	
HINT2	ENSG00000137133.13	ENST00000259667.6	True	True	True	
INSM2	ENSG00000168348.4	ENST00000307169.4	True	True	True	
PPP1R9B	ENSG00000108819.13	ENST00000612501.2	True	True	True	
SPMIP6	ENSG00000164972.15	ENST00000297623.7	True	True	True	
MS4A14	ENSG00000166928.12	ENST00000300187.11	True	True	True	
SPATA22	ENSG00000141255.14	ENST00000572969.6	True	True	True	
GARIN1B	ENSG00000135248.17	ENST00000621392.5	True	True	True	
CCDC54	ENSG00000138483.3	ENST00000261058.3	True	True	True	
MCEE	ENSG00000124370.13	ENST00000244217.6	True	True	True	
GJA10	ENSG00000135355.4	ENST00000369352.1	False	True	True	
LOXL3	ENSG00000115318.14	ENST00000264094.8	True	True	True	
ABHD1	ENSG00000143994.16	ENST00000316470.9	True	True	True	
CAPS2	ENSG00000180881.23	ENST00000699294.1	True	True	True	
CREB3L3	ENSG00000060566.16	ENST00000078445.7	True	True	True	
MYO18B	ENSG00000133454.17	ENST00000335473.12	True	True	True	
COX4I2	ENSG00000131055.7	ENST00000376075.4	True	True	True	
GTPBP3	ENSG00000130299.19	ENST00000324894.13	True	True	True	
GPT2	ENSG00000166123.16	ENST00000340124.9	True	True	True	
BEX2	ENSG00000133134.14	ENST00000372677.8	True	True	True	
LNX1	ENSG00000072201.16	ENST00000263925.8	True	True	True	
MGARP	ENSG00000137463.7	ENST00000398955.2	True	True	True	
HDGFL2	ENSG00000167674.17	ENST00000616600.5	True	True	True	
PIGO	ENSG00000165282.18	ENST00000378617.4	True	True	True	
PSRC1	ENSG00000134222.18	ENST00000369909.7	True	True	True	
PLEKHA8	ENSG00000106086.23	ENST00000449726.6	True	True	True	
PRRC2B	ENSG00000288701.2	ENST00000683519.1	True	True	True	
SPSB2	ENSG00000111671.12	ENST00000524270.6	True	True	True	
CBX2	ENSG00000173894.12	ENST00000310942.9	True	True	True	
FAM167B	ENSG00000183615.8	ENST00000373582.4	True	True	True	
CNDP1	ENSG00000150656.17	ENST00000358821.8	True	True	True	
UNC119B	ENSG00000175970.14	ENST00000344651.5	True	True	True	
USP30	ENSG00000135093.15	ENST00000257548.10	True	True	True	
POFUT3	ENSG00000172728.18	ENST00000327671.10	True	True	True	
B3GNT9	ENSG00000237172.6	ENST00000449549.4	True	True	True	
PCGF1	ENSG00000115289.16	ENST00000233630.11	True	True	True	
ZNF577	ENSG00000161551.17	ENST00000638348.2	True	True	True	
CRACR2A	ENSG00000130038.12	ENST00000440314.7	True	True	True	
TRIM51	ENSG00000124900.12	ENST00000449290.6	True	True	True	
MPV17L2	ENSG00000254858.12	ENST00000599612.3	True	True	True	
TMEM276	ENSG00000291317.3	ENST00000306145.10	True	True	True	
ZNF607	ENSG00000198182.15	ENST00000355202.9	True	True	True	
NAA11	ENSG00000156269.5	ENST00000286794.5	True	True	True	
KMT5C	ENSG00000133247.16	ENST00000255613.8	True	True	True	
TUBA1C	ENSG00000167553.19	ENST00000301072.11	True	True	True	
FAM220A	ENSG00000178397.14	ENST00000313324.9	True	True	True	
PYROXD2	ENSG00000119943.15	ENST00000370575.5	True	True	True	
GPAT3	ENSG00000138678.13	ENST00000264409.5	True	True	True	
SLC67A2	ENSG00000135953.13	ENST00000258436.10	True	True	True	
NFKBID	ENSG00000167604.17	ENST00000641389.3	True	True	True	
PERM1	ENSG00000187642.12	ENST00000433179.4	True	True	True	
BUD13	ENSG00000137656.14	ENST00000260210.5	True	True	True	
PLCD4	ENSG00000115556.16	ENST00000450993.7	True	True	True	
PLPP7	ENSG00000160539.8	ENST00000372264.4	True	True	True	
RTN4IP1	ENSG00000130347.15	ENST00000369063.8	True	True	True	
TXNDC17	ENSG00000129235.13	ENST00000250101.10	True	True	True	
IL17RC	ENSG00000163702.23	ENST00000403601.8	True	True	True	
LMNB2	ENSG00000176619.15	ENST00000325327.4	True	True	True	
FCRLA	ENSG00000132185.20	ENST00000236938.12	True	True	True	
SFT2D3	ENSG00000173349.6	ENST00000310981.6	True	True	True	
ADTRP	ENSG00000111863.15	ENST00000414691.8	True	True	True	
ATP5MK	ENSG00000173915.18	ENST00000369815.6	True	True	True	
ABHD14B	ENSG00000114779.22	ENST00000361143.10	True	True	True	
ZNF496	ENSG00000162714.15	ENST00000682384.1	True	True	True	
RAX2	ENSG00000173976.17	ENST00000555633.3	True	True	True	
HPDL	ENSG00000186603.7	ENST00000334815.6	True	True	True	
PHF5A	ENSG00000100410.10	ENST00000216252.4	True	True	True	
TRIM52	ENSG00000183718.8	ENST00000688015.1	True	True	True	
ZNF503	ENSG00000165655.18	ENST00000372524.5	True	True	True	
LRCH3	ENSG00000186001.16	ENST00000425562.7	True	True	True	
KLHL22	ENSG00000099910.19	ENST00000328879.9	True	True	True	
RIOX2	ENSG00000170854.20	ENST00000394198.7	True	True	True	
CCDC142	ENSG00000135637.17	ENST00000393965.8	True	True	True	
TMEM25	ENSG00000149582.18	ENST00000313236.10	True	True	True	
PTPN5	ENSG00000110786.20	ENST00000358540.7	True	True	True	
HAVCR2	ENSG00000135077.12	ENST00000307851.9	True	True	True	
CBR4	ENSG00000145439.14	ENST00000306193.8	True	True	True	
RSPO3	ENSG00000146374.16	ENST00000356698.9	True	True	True	
AGBL4	ENSG00000186094.19	ENST00000371839.6	True	True	True	
ZC3H10	ENSG00000135482.9	ENST00000257940.7	True	True	True	
ADGRG7	ENSG00000144820.10	ENST00000273352.8	True	True	True	
ZNF514	ENSG00000144026.16	ENST00000295208.7	True	True	True	
PARP10	ENSG00000178685.16	ENST00000313028.12	True	True	True	
ORAI1	ENSG00000293604.1	ENST00000715685.1	True	True	True	
ZBTB45	ENSG00000119574.15	ENST00000594051.6	True	True	True	
MFSD2A	ENSG00000168389.20	ENST00000372811.10	True	True	True	
RPUSD4	ENSG00000165526.11	ENST00000298317.9	True	True	True	
AIFM2	ENSG00000042286.17	ENST00000307864.3	True	True	True	
ZDHHC12	ENSG00000160446.21	ENST00000372663.9	True	True	True	
C1orf198	ENSG00000119280.19	ENST00000366663.10	True	True	True	
SPPL2A	ENSG00000138600.13	ENST00000261854.10	True	True	True	
SLC7A3	ENSG00000165349.14	ENST00000374299.8	True	True	True	
ADO	ENSG00000181915.6	ENST00000373783.3	True	True	True	
ZSCAN10	ENSG00000130182.9	ENST00000576985.6	True	True	True	
POMGNT2	ENSG00000144647.9	ENST00000344697.3	True	True	True	
FBH1	ENSG00000134452.22	ENST00000362091.9	True	True	True	
LINGO1	ENSG00000169783.14	ENST00000355300.7	True	True	True	
MIGA2	ENSG00000148343.21	ENST00000684074.1	True	True	True	
ATAD1	ENSG00000138138.16	ENST00000680024.1	True	True	True	
TBRG1	ENSG00000154144.15	ENST00000441174.8	True	True	True	
PLXDC2	ENSG00000120594.19	ENST00000377252.5	True	True	True	
TMTC4	ENSG00000125247.18	ENST00000342624.10	True	True	True	
RNFT2	ENSG00000135119.16	ENST00000257575.9	True	True	True	
NFATC2IP	ENSG00000176953.15	ENST00000320805.9	True	True	True	
CEP89	ENSG00000121289.20	ENST00000305768.10	True	True	True	
ARHGEF39	ENSG00000137135.20	ENST00000378387.4	True	True	True	
ZNF341	ENSG00000131061.17	ENST00000375200.6	True	True	True	
FAM136A	ENSG00000035141.12	ENST00000430566.6	True	True	True	
AOPEP	ENSG00000148120.21	ENST00000375315.8	True	True	True	
TMEM87B	ENSG00000153214.13	ENST00000283206.9	True	True	True	
ZNF382	ENSG00000161298.20	ENST00000292928.7	True	True	True	
SLC35B4	ENSG00000205060.13	ENST00000378509.9	True	True	True	
ATOH8	ENSG00000168874.16	ENST00000306279.4	True	True	True	
ZNF587	ENSG00000198466.14	ENST00000339656.8	True	True	True	
FAM222A	ENSG00000139438.8	ENST00000538780.2	True	True	True	
UTP4	ENSG00000141076.20	ENST00000314423.12	True	True	True	
LRP11	ENSG00000120256.13	ENST00000239367.7	True	True	True	
PPP1R15B	ENSG00000158615.10	ENST00000367188.5	True	True	True	
ALG10	ENSG00000139133.8	ENST00000266483.7	True	True	True	
FIZ1	ENSG00000179943.10	ENST00000221665.5	True	True	True	
VCF1	ENSG00000133193.15	ENST00000405159.8	True	True	True	
ZNF566	ENSG00000186017.18	ENST00000452939.7	True	True	True	
SLC49A4	ENSG00000138463.11	ENST00000261038.6	True	True	True	
SPRYD3	ENSG00000167778.11	ENST00000301463.9	True	True	True	
TMEM209	ENSG00000146842.19	ENST00000397622.7	True	True	True	
FIBCD1	ENSG00000130720.15	ENST00000372338.9	True	True	True	
MASTL	ENSG00000120539.17	ENST00000375940.9	True	True	True	
RAB2B	ENSG00000129472.16	ENST00000397762.6	True	True	True	
C8orf76	ENSG00000189376.14	ENST00000276704.6	True	True	True	
RITA1	ENSG00000139405.18	ENST00000548278.2	True	True	True	
MEDAG	ENSG00000102802.12	ENST00000380482.9	True	True	True	
ZFYVE19	ENSG00000166140.18	ENST00000355341.8	True	True	True	
ZNRF1	ENSG00000186187.14	ENST00000335325.9	True	True	True	
ATG4C	ENSG00000125703.17	ENST00000317868.9	True	True	True	
PWWP3A	ENSG00000160953.19	ENST00000591337.7	True	True	True	
CORO6	ENSG00000167549.21	ENST00000388767.8	True	True	True	
HSH2D	ENSG00000196684.14	ENST00000613986.4	True	True	True	
WDR73	ENSG00000177082.15	ENST00000434634.7	True	True	True	
MAEL	ENSG00000143194.14	ENST00000367872.9	True	True	True	
ABHD13	ENSG00000139826.8	ENST00000375898.4	True	True	True	
LTV1	ENSG00000135521.11	ENST00000367576.6	True	True	True	
SERAC1	ENSG00000122335.19	ENST00000647468.2	True	True	True	
TIGD5	ENSG00000179886.6	ENST00000504548.4	True	True	True	
PRPF38A	ENSG00000134748.15	ENST00000257181.10	True	True	True	
TNS4	ENSG00000131746.15	ENST00000254051.11	True	True	True	
CGNL1	ENSG00000128849.13	ENST00000281282.6	True	True	True	
MPND	ENSG00000008382.18	ENST00000599840.6	True	True	True	
NUDCD1	ENSG00000120526.14	ENST00000239690.9	True	True	True	
RELT	ENSG00000054967.15	ENST00000064780.7	True	True	True	
SYTL1	ENSG00000142765.20	ENST00000616558.5	True	True	True	
UBASH3B	ENSG00000154127.11	ENST00000284273.6	True	True	True	
CCDC183	ENSG00000213213.15	ENST00000338005.7	True	True	True	
FBXL20	ENSG00000108306.15	ENST00000264658.11	True	True	True	
AJUBA	ENSG00000129474.19	ENST00000262713.7	True	True	True	
ALKBH6	ENSG00000239382.13	ENST00000378875.8	True	True	True	
IGSF21	ENSG00000117154.14	ENST00000251296.4	True	True	True	
LSM10	ENSG00000181817.8	ENST00000315732.3	True	True	True	
PNMA6A	ENSG00000235961.6	ENST00000421798.5	True	True	True	
TOX2	ENSG00000124191.20	ENST00000341197.9	True	True	True	
C1orf94	ENSG00000142698.16	ENST00000488417.2	True	True	True	
ATG4D	ENSG00000130734.12	ENST00000309469.9	True	True	True	
SLC61A1	ENSG00000182544.10	ENST00000329548.5	True	True	True	
DISP1	ENSG00000154309.11	ENST00000675850.1	True	True	True	
FRMD5	ENSG00000171877.22	ENST00000417257.6	True	True	True	
CEP19	ENSG00000174007.11	ENST00000409690.5	True	True	True	
FAM83A	ENSG00000147689.18	ENST00000690554.1	True	True	True	
ARHGAP19	ENSG00000213390.13	ENST00000358531.9	True	True	True	
COX14	ENSG00000178449.11	ENST00000550487.6	True	True	True	
PPP1R16A	ENSG00000160972.12	ENST00000435887.2	True	True	True	
RBM17	ENSG00000134453.18	ENST00000379888.9	True	True	True	
PIGY	ENSG00000255072.3	ENST00000527353.2	True	True	True	
UBL7	ENSG00000138629.18	ENST00000395081.7	True	True	True	
FAM86B1	ENSG00000186523.17	ENST00000448228.7	True	True	True	
RERG	ENSG00000134533.8	ENST00000256953.6	True	True	True	
PHYKPL	ENSG00000175309.18	ENST00000308158.10	True	True	True	
TCEAL3	ENSG00000196507.13	ENST00000372627.10	True	True	True	
TMEM128	ENSG00000132406.14	ENST00000382753.5	True	True	True	
TMEM141	ENSG00000244187.10	ENST00000290079.9	True	True	True	
USP45	ENSG00000123552.20	ENST00000500704.7	True	True	True	
CFAP300	ENSG00000137691.15	ENST00000434758.7	True	True	True	
SLC35D4	ENSG00000134490.16	ENST00000383233.8	True	True	True	
REPS1	ENSG00000135597.21	ENST00000450536.7	True	True	True	
TMEM60	ENSG00000135211.8	ENST00000257663.4	True	True	True	
SMIM3	ENSG00000256235.5	ENST00000526627.2	True	True	True	
H2AC12	ENSG00000274997.2	ENST00000377459.3	True	True	True	
H2BC12	ENSG00000197903.11	ENST00000356950.2	True	True	True	
KRTAP9-4	ENSG00000241595.2	ENST00000334109.3	True	True	True	
KRTAP4-1	ENSG00000198443.8	ENST00000398472.2	True	True	True	
KRTAP4-5	ENSG00000198271.5	ENST00000343246.6	True	True	True	
KRTAP4-3	ENSG00000196156.5	ENST00000391356.4	True	True	True	
KRTAP4-2	ENSG00000244537.3	ENST00000377726.3	True	True	True	
KRTAP3-3	ENSG00000212899.3	ENST00000391586.3	True	True	True	
KRTAP2-4	ENSG00000213417.3	ENST00000394015.3	True	True	True	
ATCAY	ENSG00000167654.20	ENST00000450849.7	True	True	True	
COL27A1	ENSG00000196739.16	ENST00000356083.8	True	True	True	
FBF1	ENSG00000188878.22	ENST00000636174.2	True	True	True	
PPIL4	ENSG00000131013.6	ENST00000253329.3	True	True	True	
PAQR8	ENSG00000170915.11	ENST00000442253.3	True	True	True	
ABCC11	ENSG00000121270.16	ENST00000356608.7	True	True	True	
LGALS12	ENSG00000133317.18	ENST00000394618.9	True	True	True	
SHISAL1	ENSG00000138944.9	ENST00000381176.5	True	True	True	
KRTAP4-16	ENSG00000241241.1	ENST00000440582.1	False	True	False	
SHANK3	ENSG00000292254.1	ENST00000710353.1	True	True	True	
DGCR6L	ENSG00000128185.12	ENST00000248879.8	True	True	True	
SYDE1	ENSG00000105137.15	ENST00000342784.7	True	True	True	
TRIM5	ENSG00000132256.22	ENST00000380034.8	True	True	True	
ZCCHC3	ENSG00000247315.4	ENST00000500893.4	True	True	True	
ALG2	ENSG00000119523.12	ENST00000476832.2	True	True	True	
MYLK2	ENSG00000101306.13	ENST00000375985.5	True	True	True	
STRIP1	ENSG00000143093.17	ENST00000369795.8	True	True	True	
RIMBP3	ENSG00000275793.1	ENST00000619918.1	True	True	True	
MICALL1	ENSG00000100139.16	ENST00000215957.10	True	True	True	
TUBGCP6	ENSG00000128159.14	ENST00000248846.10	True	True	True	
KIAA1671	ENSG00000197077.16	ENST00000358431.8	True	True	True	
SLX9	ENSG00000160256.16	ENST00000291634.11	True	True	True	
RGS8	ENSG00000135824.14	ENST00000515211.2	True	True	True	
EAF1	ENSG00000144597.15	ENST00000396842.7	True	True	True	
DNAJC14	ENSG00000135392.21	ENST00000678005.2	True	True	True	
NKD1	ENSG00000140807.8	ENST00000268459.6	True	True	True	
NKD2	ENSG00000145506.16	ENST00000296849.10	True	True	True	
SLC22A16	ENSG00000004809.16	ENST00000368919.8	True	True	True	
SLC45A3	ENSG00000158715.8	ENST00000367145.4	True	True	True	
RHPN2	ENSG00000131941.9	ENST00000254260.8	True	True	True	
ZIC5	ENSG00000139800.9	ENST00000267294.5	True	True	True	
CCNB3	ENSG00000147082.19	ENST00000376042.6	True	True	True	
ZCRB1	ENSG00000139168.11	ENST00000266529.8	True	True	True	
CABS1	ENSG00000145309.6	ENST00000273936.6	True	True	True	
STON2	ENSG00000140022.16	ENST00000614646.5	True	True	True	
DOCK7	ENSG00000116641.20	ENST00000635253.2	True	True	True	
HELZ2	ENSG00000130589.16	ENST00000467148.2	True	True	True	
KNDC1	ENSG00000171798.21	ENST00000304613.8	True	True	True	
DCLK3	ENSG00000163673.10	ENST00000636136.2	True	True	True	
LRRCC1	ENSG00000133739.18	ENST00000360375.8	True	True	True	
CNTNAP4	ENSG00000152910.21	ENST00000611870.5	True	True	True	
ZFHX2	ENSG00000136367.16	ENST00000419474.5	True	True	True	
KIAA1755	ENSG00000149633.14	ENST00000279024.9	True	True	True	
ITPRIP	ENSG00000148841.19	ENST00000337478.3	True	True	True	
UNK	ENSG00000132478.12	ENST00000589666.6	True	True	True	
CFAP74	ENSG00000142609.21	ENST00000682832.2	True	True	True	
TSPYL5	ENSG00000180543.5	ENST00000322128.5	True	True	True	
DISP2	ENSG00000140323.7	ENST00000267889.5	True	True	True	
TNKS1BP1	ENSG00000149115.16	ENST00000358252.8	True	True	True	
CIPC	ENSG00000198894.10	ENST00000361786.7	True	True	True	
DIXDC1	ENSG00000150764.16	ENST00000440460.7	True	True	True	
CEP295	ENSG00000166004.16	ENST00000325212.11	True	True	True	
ZNF518B	ENSG00000178163.10	ENST00000326756.4	True	True	True	
TANC1	ENSG00000115183.17	ENST00000263635.8	True	True	True	
FHDC1	ENSG00000137460.12	ENST00000511601.6	True	True	True	
ZC3H12C	ENSG00000149289.12	ENST00000278590.8	True	True	True	
SSH2	ENSG00000141298.20	ENST00000540801.6	True	True	True	
SELENOI	ENSG00000138018.20	ENST00000260585.12	True	True	True	
LBX2	ENSG00000179528.17	ENST00000377566.9	True	True	True	
GFM1	ENSG00000168827.17	ENST00000486715.6	True	True	True	
SCIN	ENSG00000006747.17	ENST00000297029.10	True	True	True	
DRC2	ENSG00000139537.13	ENST00000320516.5	True	True	True	
DNAJC5B	ENSG00000147570.12	ENST00000276570.10	True	True	True	
TSLP	ENSG00000145777.15	ENST00000344895.4	True	True	True	
PSKH2	ENSG00000147613.8	ENST00000276616.3	True	True	True	
SCRT2	ENSG00000215397.4	ENST00000246104.7	True	True	True	
MBD3L1	ENSG00000170948.5	ENST00000595891.2	True	True	True	
GALP	ENSG00000197487.11	ENST00000357330.7	True	True	True	
GTPBP10	ENSG00000105793.18	ENST00000222511.11	True	True	True	
HSFY1	ENSG00000172468.15	ENST00000307393.3	True	True	True	
PNPT1	ENSG00000138035.17	ENST00000447944.7	True	True	True	
GGACT	ENSG00000134864.13	ENST00000683975.1	True	True	True	
ANKRD13A	ENSG00000076513.19	ENST00000261739.9	True	True	True	
RRP36	ENSG00000124541.9	ENST00000244496.6	True	True	True	
TRIM4	ENSG00000146833.18	ENST00000349062.7	True	True	True	
RSPH1	ENSG00000160188.12	ENST00000291536.8	True	True	True	
UMODL1	ENSG00000177398.19	ENST00000408910.7	False	True	True	
SERPINB12	ENSG00000166634.7	ENST00000382768.2	True	True	True	
SERPINB11	ENSG00000206072.13	ENST00000544088.6	True	True	True	
WNT3A	ENSG00000154342.8	ENST00000284523.2	True	True	True	
HPS4	ENSG00000100099.24	ENST00000398145.7	True	True	True	
LMLN	ENSG00000185621.13	ENST00000420910.7	True	True	True	
SIGLEC10	ENSG00000142512.17	ENST00000339313.10	True	True	True	
GAL3ST3	ENSG00000175229.9	ENST00000312006.5	True	True	True	
NAV3	ENSG00000067798.17	ENST00000397909.7	True	True	True	
NAV1	ENSG00000134369.19	ENST00000685211.1	True	True	True	
NAV2	ENSG00000166833.24	ENST00000349880.9	True	True	True	
PPP1R3F	ENSG00000049769.16	ENST00000055335.11	True	True	True	
KCNK17	ENSG00000124780.16	ENST00000373231.9	True	True	True	
CHRFAM7A	ENSG00000166664.17	ENST00000299847.7	True	True	True	
ARHGAP11B	ENSG00000285077.4	ENST00000697964.2	True	True	True	
ABCC10	ENSG00000124574.18	ENST00000372530.9	True	True	True	
FGD3	ENSG00000127084.21	ENST00000375482.8	True	True	True	
FCHSD1	ENSG00000197948.13	ENST00000435817.7	True	True	True	
ATG16L2	ENSG00000168010.13	ENST00000321297.10	True	True	True	
MVB12B	ENSG00000196814.17	ENST00000361171.8	True	True	True	
KLHL6	ENSG00000172578.13	ENST00000341319.8	True	True	True	
SIGLEC12	ENSG00000254521.9	ENST00000291707.8	True	True	True	
SEC16B	ENSG00000120341.21	ENST00000308284.11	True	True	True	
PLCZ1	ENSG00000139151.17	ENST00000266505.12	True	True	True	
TRIM15	ENSG00000204610.16	ENST00000376694.9	True	True	True	
AQP10	ENSG00000143595.15	ENST00000324978.8	True	True	True	
SLC25A21	ENSG00000183032.13	ENST00000331299.6	True	True	True	
CFAP91	ENSG00000183833.18	ENST00000273390.9	True	True	True	
TPD52L3	ENSG00000170777.11	ENST00000314556.4	True	True	True	
LHX4	ENSG00000121454.8	ENST00000263726.4	True	True	True	
FATE1	ENSG00000147378.13	ENST00000370350.7	True	True	True	
SLAMF9	ENSG00000162723.10	ENST00000368093.4	True	True	True	
ZNF628	ENSG00000197483.12	ENST00000598519.2	True	True	True	
KBTBD6	ENSG00000165572.8	ENST00000379485.2	True	True	True	
DYNC2I2	ENSG00000119333.14	ENST00000372715.7	True	True	True	
TMEM116	ENSG00000198270.16	ENST00000552374.7	True	True	True	
UBE3B	ENSG00000151148.16	ENST00000342494.8	True	True	True	
BMERB1	ENSG00000166780.13	ENST00000300006.9	True	True	True	
PAPLN	ENSG00000100767.19	ENST00000644200.2	True	True	True	
RHOT2	ENSG00000140983.17	ENST00000315082.9	True	True	True	
GLB1L2	ENSG00000149328.18	ENST00000535456.7	True	True	True	
KLC4	ENSG00000137171.17	ENST00000347162.10	True	True	True	
SAPCD2	ENSG00000186193.11	ENST00000409687.5	True	True	True	
RSPRY1	ENSG00000159579.16	ENST00000394420.9	True	True	True	
DPH6	ENSG00000134146.14	ENST00000256538.9	True	True	True	
MIDN	ENSG00000167470.16	ENST00000682408.1	True	True	True	
SYT8	ENSG00000149043.18	ENST00000341958.4	True	True	True	
UBE3D	ENSG00000118420.19	ENST00000369747.8	True	True	True	
FAM181A	ENSG00000140067.8	ENST00000556222.2	True	True	True	
CCDC120	ENSG00000147144.14	ENST00000603986.6	True	True	True	
LACRT	ENSG00000135413.9	ENST00000257867.5	True	True	True	
ZNF30	ENSG00000168661.17	ENST00000601142.2	True	True	True	
PHLDB2	ENSG00000144824.23	ENST00000431670.7	True	True	True	
VWA5B2	ENSG00000145198.17	ENST00000691901.1	True	True	True	
TMEM250	ENSG00000238227.10	ENST00000418388.6	True	True	True	
TSR2	ENSG00000158526.10	ENST00000375151.5	True	True	True	
KCNH7	ENSG00000184611.15	ENST00000332142.10	True	True	True	
BTBD6	ENSG00000184887.16	ENST00000392554.8	True	True	True	
TSPAN18	ENSG00000157570.14	ENST00000520358.7	True	True	True	
EFCAB11	ENSG00000140025.18	ENST00000316738.12	True	True	True	
HS6ST2	ENSG00000171004.19	ENST00000370833.7	True	True	True	
FRMD7	ENSG00000165694.11	ENST00000298542.9	True	True	True	
EMILIN3	ENSG00000183798.6	ENST00000332312.4	True	True	True	
SYS1	ENSG00000204070.12	ENST00000243918.10	True	True	True	
WFDC8	ENSG00000158901.13	ENST00000289953.3	True	True	True	
SNX21	ENSG00000124104.20	ENST00000491381.6	True	True	True	
ZSWIM1	ENSG00000168612.7	ENST00000372523.1	True	True	True	
UCN2	ENSG00000145040.4	ENST00000273610.4	True	True	True	
KIAA2013	ENSG00000116685.19	ENST00000376572.8	True	True	True	
ZNF551	ENSG00000204519.12	ENST00000282296.10	True	True	True	
UNC5A	ENSG00000113763.14	ENST00000329542.9	True	True	True	
OTULIN	ENSG00000154124.9	ENST00000284274.5	True	True	True	
CEACAM21	ENSG00000007129.20	ENST00000401445.4	True	True	True	
EFCAB12	ENSG00000172771.14	ENST00000505956.6	True	True	True	
KLHL13	ENSG00000003096.17	ENST00000540167.6	True	True	True	
TP53I13	ENSG00000167543.18	ENST00000301057.8	True	True	True	
TGIF2LX	ENSG00000153779.11	ENST00000283891.6	True	True	True	
ZNF616	ENSG00000204611.9	ENST00000600228.6	True	True	True	
ZNF766	ENSG00000196214.13	ENST00000439461.6	True	True	True	
CCDC97	ENSG00000142039.6	ENST00000269967.4	True	True	True	
THAP3	ENSG00000041988.18	ENST00000054650.9	True	True	True	
EXOC3L2	ENSG00000283632.6	ENST00000413988.3	True	True	True	
ZNF468	ENSG00000204604.15	ENST00000595646.6	True	True	True	
ZNF160	ENSG00000170949.20	ENST00000683776.1	True	True	True	
FER1L5	ENSG00000249715.13	ENST00000624922.6	True	True	True	
CTU1	ENSG00000142544.9	ENST00000421832.3	True	True	True	
MACIR	ENSG00000181751.12	ENST00000319933.7	True	True	True	
FAM110B	ENSG00000169122.14	ENST00000519262.6	True	True	True	
SAMD1	ENSG00000288488.2	ENST00000673075.2	True	True	True	
DCAF15	ENSG00000132017.13	ENST00000254337.11	True	True	True	
TICRR	ENSG00000140534.16	ENST00000268138.12	True	True	True	
MED30	ENSG00000164758.9	ENST00000297347.7	True	True	True	
TMEM41A	ENSG00000163900.13	ENST00000421852.6	True	True	True	
